Target, #TripleInThatClass, TimeSinceStartOfVerification(ms)
violated, 6236, 5232
violated, 6904, 5237
violated, 1315, 5168
violated, 9119, 5252
violated, 2570, 5187
violated, 6161, 5231
violated, 7860, 5244
violated, 8447, 5248
violated, 9598, 5271
violated, 3843, 5196
violated, 1887, 5180
violated, 7642, 5242
violated, 8982, 5251
violated, 6287, 5232
violated, 1857, 5179
violated, 2001, 5181
violated, 3279, 5193
violated, 2124, 5182
violated, 5258, 5207
violated, 5916, 5228
violated, 6596, 5234
violated, 6070, 5230
violated, 4655, 5202
violated, 219, 5145
violated, 9196, 5253
violated, 1979, 5181
violated, 5050, 5205
violated, 4057, 5198
violated, 8560, 5248
violated, 7591, 5242
violated, 5529, 5224
violated, 5676, 5225
violated, 8263, 5246
violated, 4657, 5202
violated, 3008, 5191
violated, 1561, 5176
violated, 2104, 5182
violated, 6239, 5232
violated, 1277, 5168
violated, 1829, 5179
violated, 2800, 5189
violated, 913, 5150
violated, 1439, 5169
violated, 3992, 5198
violated, 9911, 5550
violated, 2762, 5189
violated, 6196, 5231
violated, 6635, 5235
violated, 389, 5146
violated, 5498, 5223
violated, 9476, 5270
violated, 8274, 5246
violated, 8958, 5251
violated, 5352, 5222
violated, 9295, 5253
violated, 4863, 5204
violated, 6949, 5237
violated, 4904, 5204
violated, 2373, 5185
violated, 570, 5148
violated, 3052, 5191
violated, 4810, 5203
violated, 2089, 5182
violated, 6750, 5236
violated, 1564, 5176
violated, 8227, 5246
violated, 3415, 5193
violated, 9878, 5516
violated, 6607, 5234
violated, 7845, 5243
violated, 8603, 5249
violated, 2586, 5187
violated, 7215, 5239
violated, 6703, 5235
violated, 6794, 5236
violated, 1008, 5151
violated, 2161, 5183
violated, 9963, 5599
violated, 9961, 5599
violated, 3412, 5193
violated, 4869, 5204
violated, 8694, 5249
violated, 2960, 5190
violated, 4909, 5204
violated, 2195, 5183
violated, 1140, 5166
violated, 5144, 5206
violated, 2979, 5190
violated, 4604, 5202
violated, 4650, 5202
violated, 401, 5146
violated, 7486, 5241
violated, 142, 5145
violated, 1135, 5152
violated, 6127, 5230
violated, 386, 5146
violated, 2911, 5190
violated, 5497, 5223
violated, 2389, 5185
violated, 1903, 5180
violated, 9977, 5604
violated, 174, 5145
violated, 407, 5147
violated, 8421, 5247
violated, 3901, 5197
violated, 6973, 5237
violated, 5095, 5205
violated, 1119, 5151
violated, 4142, 5199
violated, 8401, 5247
violated, 539, 5147
violated, 650, 5148
violated, 236, 5145
violated, 340, 5146
violated, 61, 5144
violated, 3255, 5192
violated, 6233, 5232
violated, 7935, 5244
violated, 9084, 5252
violated, 8035, 5245
violated, 5005, 5205
violated, 6182, 5231
violated, 1276, 5168
violated, 2877, 5190
violated, 7661, 5242
violated, 3498, 5194
violated, 8443, 5248
violated, 2239, 5183
violated, 9821, 5489
violated, 7714, 5242
violated, 5356, 5222
violated, 1698, 5178
violated, 9054, 5252
violated, 8880, 5251
violated, 6035, 5229
violated, 902, 5150
violated, 14, 5144
violated, 6459, 5233
violated, 5851, 5227
violated, 5715, 5226
violated, 5411, 5223
violated, 349, 5146
violated, 4945, 5204
violated, 1840, 5179
violated, 8073, 5245
violated, 6753, 5236
violated, 3837, 5196
violated, 7734, 5243
violated, 4874, 5204
violated, 7430, 5240
violated, 9307, 5253
violated, 4763, 5203
violated, 7168, 5239
violated, 1224, 5167
violated, 6588, 5234
violated, 3922, 5197
violated, 1227, 5167
violated, 4954, 5204
violated, 6760, 5236
violated, 1029, 5151
violated, 5108, 5205
violated, 1429, 5169
violated, 4310, 5200
violated, 1114, 5151
violated, 4912, 5204
violated, 8700, 5249
violated, 8790, 5250
violated, 8785, 5250
violated, 6869, 5236
violated, 5470, 5223
violated, 5158, 5206
violated, 1398, 5168
violated, 3711, 5196
violated, 9932, 5558
violated, 2107, 5182
violated, 1025, 5151
violated, 793, 5149
violated, 3125, 5191
violated, 6299, 5232
violated, 8537, 5248
violated, 3389, 5193
violated, 9075, 5252
violated, 9184, 5253
violated, 9013, 5252
violated, 7343, 5240
violated, 7518, 5241
violated, 1664, 5177
violated, 7830, 5243
violated, 6383, 5233
violated, 8366, 5247
violated, 9413, 5270
violated, 7192, 5239
violated, 5996, 5229
violated, 9522, 5271
violated, 415, 5147
violated, 397, 5146
violated, 5093, 5205
violated, 1133, 5152
violated, 829, 5149
violated, 2055, 5182
violated, 8337, 5247
violated, 9438, 5270
violated, 3259, 5192
violated, 3227, 5192
violated, 6122, 5230
violated, 3079, 5191
violated, 4737, 5203
violated, 364, 5146
violated, 4750, 5203
violated, 6008, 5229
violated, 1088, 5151
violated, 8400, 5247
violated, 4122, 5198
violated, 1805, 5179
violated, 2188, 5183
violated, 4654, 5202
violated, 7503, 5241
violated, 3544, 5194
violated, 818, 5149
violated, 5339, 5222
violated, 8908, 5251
violated, 3088, 5191
violated, 5993, 5229
violated, 4273, 5199
violated, 1952, 5180
violated, 1808, 5179
violated, 9868, 5511
violated, 9496, 5270
violated, 2923, 5190
violated, 9429, 5270
violated, 2312, 5184
violated, 3661, 5195
violated, 9405, 5270
violated, 9654, 5272
violated, 6667, 5235
violated, 6488, 5234
violated, 440, 5147
violated, 1137, 5152
violated, 312, 5146
violated, 1889, 5180
violated, 5846, 5227
violated, 5714, 5226
violated, 648, 5148
violated, 799, 5149
violated, 9518, 5271
violated, 9524, 5271
violated, 7775, 5243
violated, 3301, 5193
violated, 3027, 5191
violated, 5921, 5228
violated, 8030, 5245
violated, 5140, 5206
violated, 4838, 5203
violated, 6837, 5236
violated, 5334, 5222
violated, 1721, 5178
violated, 7325, 5240
violated, 1244, 5167
violated, 3583, 5195
violated, 1445, 5175
violated, 8237, 5246
violated, 8744, 5250
violated, 8344, 5247
violated, 8392, 5247
violated, 138, 5145
violated, 1868, 5179
violated, 2843, 5189
violated, 1675, 5177
violated, 5875, 5228
violated, 6745, 5235
violated, 3575, 5195
violated, 7169, 5239
violated, 6864, 5236
violated, 8620, 5249
violated, 5476, 5223
violated, 4800, 5203
violated, 1160, 5167
violated, 5463, 5223
violated, 7221, 5239
violated, 1018, 5151
violated, 2306, 5184
violated, 798, 5149
violated, 6581, 5234
violated, 7585, 5241
violated, 7075, 5238
violated, 9110, 5252
violated, 6617, 5235
violated, 3252, 5192
violated, 1200, 5167
violated, 6829, 5236
violated, 8074, 5245
violated, 6086, 5230
violated, 3224, 5192
violated, 7273, 5239
violated, 7765, 5243
violated, 4893, 5204
violated, 9389, 5270
violated, 6840, 5236
violated, 2873, 5190
violated, 2044, 5181
violated, 1739, 5178
violated, 8530, 5248
violated, 5401, 5223
violated, 7902, 5244
violated, 8047, 5245
violated, 2331, 5184
violated, 2054, 5182
violated, 9874, 5515
violated, 4774, 5203
violated, 9208, 5253
violated, 5961, 5229
violated, 9797, 5461
violated, 5956, 5229
violated, 958, 5150
violated, 6770, 5236
violated, 9701, 5272
violated, 6551, 5234
violated, 1734, 5178
violated, 8498, 5248
violated, 1691, 5178
violated, 543, 5147
violated, 1836, 5179
violated, 2685, 5188
violated, 2878, 5190
violated, 701, 5148
violated, 6519, 5234
violated, 3030, 5191
violated, 9447, 5270
violated, 4997, 5205
violated, 7555, 5241
violated, 9965, 5600
violated, 7266, 5239
violated, 4237, 5199
violated, 4659, 5202
violated, 287, 5146
violated, 3363, 5193
violated, 8078, 5245
violated, 4769, 5203
violated, 7969, 5244
violated, 1246, 5167
violated, 3917, 5197
violated, 2335, 5185
violated, 556, 5147
violated, 502, 5147
violated, 2910, 5190
violated, 5586, 5224
violated, 5658, 5225
violated, 2672, 5188
violated, 9956, 5591
violated, 1632, 5177
violated, 2243, 5184
violated, 5157, 5206
violated, 9409, 5270
violated, 9892, 5541
violated, 6021, 5229
violated, 8599, 5249
violated, 8935, 5251
violated, 7318, 5240
violated, 8168, 5246
violated, 1183, 5167
violated, 6755, 5236
violated, 5392, 5223
violated, 2244, 5184
violated, 4004, 5198
violated, 8369, 5247
violated, 4252, 5199
violated, 270, 5146
violated, 5055, 5205
violated, 3402, 5193
violated, 5247, 5206
violated, 3457, 5194
violated, 3683, 5195
violated, 6311, 5232
violated, 6910, 5237
violated, 7311, 5240
violated, 8580, 5249
violated, 4977, 5205
violated, 6276, 5232
violated, 876, 5150
violated, 3371, 5193
violated, 5453, 5223
violated, 2541, 5187
violated, 7274, 5239
violated, 2462, 5186
violated, 781, 5149
violated, 1876, 5180
violated, 1245, 5167
violated, 8137, 5245
violated, 7277, 5239
violated, 1305, 5168
violated, 8887, 5251
violated, 693, 5148
violated, 4661, 5202
violated, 5694, 5226
violated, 7583, 5241
violated, 8557, 5248
violated, 2375, 5185
violated, 962, 5150
violated, 8496, 5248
violated, 7494, 5241
violated, 6259, 5232
violated, 7636, 5242
violated, 5126, 5206
violated, 2989, 5190
violated, 4515, 5201
violated, 6852, 5236
violated, 4195, 5199
violated, 9102, 5252
violated, 9403, 5270
violated, 46, 5144
violated, 770, 5149
violated, 1412, 5168
violated, 2808, 5189
violated, 4978, 5205
violated, 9399, 5270
violated, 2182, 5183
violated, 8891, 5251
violated, 2391, 5185
violated, 2816, 5189
violated, 5092, 5205
violated, 5680, 5225
violated, 7862, 5244
violated, 702, 5148
violated, 7304, 5239
violated, 9933, 5559
violated, 6868, 5236
violated, 2980, 5190
violated, 7255, 5239
violated, 8015, 5245
violated, 8666, 5249
violated, 8656, 5249
violated, 1792, 5179
violated, 1522, 5176
violated, 5969, 5229
violated, 9953, 5587
violated, 8210, 5246
violated, 6120, 5230
violated, 4038, 5198
violated, 1370, 5168
violated, 2615, 5188
violated, 9822, 5490
violated, 1699, 5178
violated, 3491, 5194
violated, 133, 5145
violated, 2481, 5186
violated, 1800, 5179
violated, 3317, 5193
violated, 2445, 5186
violated, 3497, 5194
violated, 2724, 5189
violated, 6117, 5230
violated, 4947, 5204
violated, 246, 5145
violated, 1913, 5180
violated, 3987, 5197
violated, 4770, 5203
violated, 204, 5145
violated, 5003, 5205
violated, 8318, 5247
violated, 8364, 5247
violated, 8118, 5245
violated, 7256, 5239
violated, 1917, 5180
violated, 3232, 5192
violated, 9789, 5457
violated, 8096, 5245
violated, 5832, 5227
violated, 3919, 5197
violated, 9220, 5253
violated, 4667, 5202
violated, 6247, 5232
violated, 8142, 5246
violated, 1672, 5177
violated, 1935, 5180
violated, 1507, 5176
violated, 478, 5147
violated, 5014, 5205
violated, 100, 5144
violated, 3631, 5195
violated, 5600, 5225
violated, 5151, 5206
violated, 6896, 5237
violated, 5329, 5222
violated, 2915, 5190
violated, 9478, 5270
violated, 8787, 5250
violated, 4143, 5199
violated, 4840, 5203
violated, 4856, 5204
violated, 8989, 5251
violated, 2459, 5186
violated, 6505, 5234
violated, 292, 5146
violated, 7108, 5238
violated, 2179, 5183
violated, 5844, 5227
violated, 3234, 5192
violated, 7515, 5241
violated, 3065, 5191
violated, 9490, 5270
violated, 435, 5147
violated, 4235, 5199
violated, 6395, 5233
violated, 6284, 5232
violated, 5926, 5228
violated, 1410, 5168
violated, 8677, 5249
violated, 7495, 5241
violated, 1879, 5180
violated, 7046, 5238
violated, 4571, 5202
violated, 2042, 5181
violated, 7739, 5243
violated, 1863, 5179
violated, 7393, 5240
violated, 4521, 5201
violated, 9027, 5252
violated, 4411, 5200
violated, 858, 5150
violated, 5368, 5222
violated, 8476, 5248
violated, 8703, 5249
violated, 5722, 5226
violated, 8232, 5246
violated, 2976, 5190
violated, 1725, 5178
violated, 4323, 5200
violated, 8301, 5247
violated, 4495, 5201
violated, 323, 5146
violated, 2006, 5181
violated, 4913, 5204
violated, 5036, 5205
violated, 315, 5146
violated, 7116, 5238
violated, 7753, 5243
violated, 9174, 5253
violated, 6758, 5236
violated, 5515, 5224
violated, 2141, 5182
violated, 2014, 5181
violated, 3330, 5193
violated, 8432, 5248
violated, 1523, 5176
violated, 5467, 5223
violated, 3566, 5194
violated, 4261, 5199
violated, 5895, 5228
violated, 452, 5147
violated, 3159, 5192
violated, 9419, 5270
violated, 7888, 5244
violated, 8895, 5251
violated, 5999, 5229
violated, 6655, 5235
violated, 9249, 5253
violated, 5688, 5226
violated, 5873, 5228
violated, 7186, 5239
violated, 6243, 5232
violated, 9642, 5272
violated, 1662, 5177
violated, 8938, 5251
violated, 5378, 5222
violated, 8780, 5250
violated, 2772, 5189
violated, 6541, 5234
violated, 6810, 5236
violated, 9764, 5448
violated, 6373, 5233
violated, 6595, 5234
violated, 6037, 5229
violated, 68, 5144
violated, 211, 5145
violated, 3209, 5192
violated, 7385, 5240
violated, 5225, 5206
violated, 2521, 5187
violated, 6330, 5233
violated, 6047, 5230
violated, 6286, 5232
violated, 9998, 5635
violated, 5848, 5227
violated, 6827, 5236
violated, 9062, 5252
violated, 9111, 5252
violated, 7411, 5240
violated, 8576, 5248
violated, 5992, 5229
violated, 5735, 5226
violated, 7153, 5238
violated, 5182, 5206
violated, 9002, 5251
violated, 1804, 5179
violated, 5154, 5206
violated, 5513, 5224
violated, 2833, 5189
violated, 3549, 5194
violated, 4192, 5199
violated, 5387, 5223
violated, 3446, 5194
violated, 8339, 5247
violated, 7030, 5238
violated, 6731, 5235
violated, 1021, 5151
violated, 3872, 5197
violated, 5457, 5223
violated, 8183, 5246
violated, 3408, 5193
violated, 9682, 5272
violated, 4414, 5200
violated, 2815, 5189
violated, 3506, 5194
violated, 1779, 5178
violated, 3096, 5191
violated, 8446, 5248
violated, 5043, 5205
violated, 6609, 5234
violated, 131, 5145
violated, 5669, 5225
violated, 1124, 5151
violated, 8718, 5249
violated, 8649, 5249
violated, 6851, 5236
violated, 3627, 5195
violated, 4284, 5200
violated, 4725, 5203
violated, 5813, 5227
violated, 7258, 5239
violated, 2857, 5190
violated, 9379, 5270
violated, 4435, 5201
violated, 5204, 5206
violated, 2920, 5190
violated, 5806, 5227
violated, 5777, 5227
violated, 7462, 5241
violated, 1020, 5151
violated, 2786, 5189
violated, 4965, 5204
violated, 3651, 5195
violated, 5541, 5224
violated, 8628, 5249
violated, 7199, 5239
violated, 9497, 5270
violated, 7533, 5241
violated, 7697, 5242
violated, 5597, 5225
violated, 4179, 5199
violated, 2096, 5182
violated, 9596, 5271
violated, 6009, 5229
violated, 743, 5149
violated, 1422, 5169
violated, 34, 5144
violated, 4983, 5205
violated, 8134, 5245
violated, 9003, 5251
violated, 9902, 5546
violated, 9978, 5604
violated, 6568, 5234
violated, 5830, 5227
violated, 6506, 5234
violated, 3113, 5191
violated, 773, 5149
violated, 1309, 5168
violated, 7633, 5242
violated, 2925, 5190
violated, 31, 5144
violated, 3989, 5198
violated, 4776, 5203
violated, 6304, 5232
violated, 2998, 5191
violated, 5746, 5226
violated, 2069, 5182
violated, 4140, 5199
violated, 956, 5150
violated, 7379, 5240
violated, 9693, 5272
violated, 9668, 5272
violated, 3835, 5196
violated, 9294, 5253
violated, 2192, 5183
violated, 5132, 5206
violated, 2504, 5186
violated, 3911, 5197
violated, 4453, 5201
violated, 2956, 5190
violated, 3530, 5194
violated, 667, 5148
violated, 1168, 5167
violated, 1880, 5180
violated, 951, 5150
violated, 7908, 5244
violated, 9498, 5271
violated, 1138, 5152
violated, 2703, 5188
violated, 768, 5149
violated, 1495, 5176
violated, 5725, 5226
violated, 8917, 5251
violated, 9616, 5272
violated, 4251, 5199
violated, 9026, 5252
violated, 8640, 5249
violated, 3848, 5196
violated, 6518, 5234
violated, 8458, 5248
violated, 8355, 5247
violated, 761, 5149
violated, 6786, 5236
violated, 2290, 5184
violated, 721, 5149
violated, 688, 5148
violated, 1788, 5179
violated, 1974, 5181
violated, 4300, 5200
violated, 7881, 5244
violated, 1264, 5167
violated, 540, 5147
violated, 726, 5149
violated, 7415, 5240
violated, 7595, 5242
violated, 8809, 5250
violated, 402, 5146
violated, 3788, 5196
violated, 1939, 5180
violated, 8657, 5249
violated, 3974, 5197
violated, 2597, 5187
violated, 5388, 5223
violated, 6110, 5230
violated, 9579, 5271
violated, 3824, 5196
violated, 3996, 5198
violated, 637, 5148
violated, 5984, 5229
violated, 1578, 5176
violated, 9591, 5271
violated, 4961, 5204
violated, 5577, 5224
violated, 4991, 5205
violated, 8051, 5245
violated, 2650, 5188
violated, 1007, 5151
violated, 3864, 5197
violated, 8985, 5251
violated, 5693, 5226
violated, 7896, 5244
violated, 4792, 5203
violated, 8110, 5245
violated, 8225, 5246
violated, 3186, 5192
violated, 2282, 5184
violated, 2356, 5185
violated, 1673, 5177
violated, 1216, 5167
violated, 7617, 5242
violated, 2181, 5183
violated, 9690, 5272
violated, 9500, 5271
violated, 3702, 5195
violated, 4611, 5202
violated, 216, 5145
violated, 1621, 5177
violated, 3257, 5192
violated, 4132, 5198
violated, 811, 5149
violated, 9127, 5252
violated, 8069, 5245
violated, 9289, 5253
violated, 2288, 5184
violated, 2400, 5185
violated, 5090, 5205
violated, 7761, 5243
violated, 6288, 5232
violated, 207, 5145
violated, 74, 5144
violated, 9976, 5604
violated, 2515, 5187
violated, 7107, 5238
violated, 4976, 5205
violated, 2442, 5186
violated, 2482, 5186
violated, 8806, 5250
violated, 6351, 5233
violated, 9072, 5252
violated, 6642, 5235
violated, 821, 5149
violated, 4984, 5205
violated, 5276, 5207
violated, 9784, 5456
violated, 163, 5145
violated, 7706, 5242
violated, 3390, 5193
violated, 261, 5146
violated, 9537, 5271
violated, 7140, 5238
violated, 3794, 5196
violated, 1580, 5176
violated, 8934, 5251
violated, 1796, 5179
violated, 2047, 5181
violated, 3203, 5192
violated, 1113, 5151
violated, 6516, 5234
violated, 4530, 5201
violated, 2655, 5188
violated, 7369, 5240
violated, 782, 5149
violated, 7772, 5243
violated, 8968, 5251
violated, 322, 5146
violated, 9748, 5273
violated, 3370, 5193
violated, 3623, 5195
violated, 6097, 5230
violated, 6649, 5235
violated, 7238, 5239
violated, 2150, 5183
violated, 99, 5144
violated, 2022, 5181
violated, 665, 5148
violated, 6816, 5236
violated, 8676, 5249
violated, 3567, 5194
violated, 1908, 5180
violated, 6656, 5235
violated, 8477, 5248
violated, 1318, 5168
violated, 449, 5147
violated, 6277, 5232
violated, 6605, 5234
violated, 212, 5145
violated, 7194, 5239
violated, 5419, 5223
violated, 3375, 5193
violated, 6772, 5236
violated, 8856, 5250
violated, 377, 5146
violated, 8076, 5245
violated, 2368, 5185
violated, 5636, 5225
violated, 6347, 5233
violated, 5595, 5225
violated, 8685, 5249
violated, 5559, 5224
violated, 6533, 5234
violated, 1197, 5167
violated, 3053, 5191
violated, 3213, 5192
violated, 313, 5146
violated, 6725, 5235
violated, 1674, 5177
violated, 2103, 5182
violated, 9692, 5272
violated, 9508, 5271
violated, 1452, 5175
violated, 9045, 5252
violated, 1724, 5178
violated, 5692, 5226
violated, 8454, 5248
violated, 6968, 5237
violated, 9019, 5252
violated, 9562, 5271
violated, 336, 5146
violated, 7688, 5242
violated, 1859, 5179
violated, 1944, 5180
violated, 8273, 5246
violated, 4694, 5202
violated, 5519, 5224
violated, 7438, 5240
violated, 3518, 5194
violated, 5836, 5227
